,local_area,address,primary_address,address is primary?,n_pids,pid,units,year_built,bsns_group,bsns_name,bsns_trade_name,bsns_type,value_land,value_bldg,bldg_land_ratio,value_per_unit,VTU members,WestEnd Inbox,VTU Main Inbox,zoning,name,management,n_issues,issues_details,VTU Building,notes,prospect?
1118,West End,1744 barclay st,1744 barclay st,TRUE,1,,23,1956,['Maria A Amoruso & Franco Amoruso'],['Maria A Amoruso & Franco Amoruso'],['Maglern Manor'],['Apartment House'],"$5,057,000.00","$3,843,000.00",0.7599367214,"$386,956.52",,,,RM-5A,,,,,,,
599,Fairview,1220 w 13th ave,1220 w 13th ave,TRUE,1,,40,1967,['0759829 BC Ltd'],['0759829 BC Ltd'],['Woodcroffte Apartments'],['Apartment House'],60592000,9880000,0.1630578294,,,,,RM-3,,,,,,,
600,Victoria-Fraserview,5711 rhodes st,5711 rhodes st,TRUE,1,,40,2014,,,,,4784000,14800000,3.093645485,,,,,CD-1 (530),,,,,,,
933,West End,1421 burnaby st,1421 burnaby st,TRUE,1,,28,1956,['440363 B C Ltd'],['440363 B C Ltd'],[],['Apartment House'],"$5,057,000.00","$3,850,000.00",0.7613209413,"$318,107.14",,,,RM-5A,,,,,,,yes
379,West End,1540 davie st,1540 davie st,TRUE,1,,53,1959,['Robco Properties Ltd'],['Robco Properties Ltd'],[],['Apartment House'],"$12,306,000.00","$9,519,000.00",0.7735251097,"$411,792.45",,,,RM-5D,,,,,,,
1109,West End,1645 comox st,1645 comox st,TRUE,1,,23,1957,['Tony David & David M David'],['Tony David & David M David'],['Marigold Place'],['Apartment House'],"$5,057,000.00","$4,003,000.00",0.7915760332,"$393,913.04",,,,RM-5A,,,,,,,
604,Arbutus-Ridge,5614 balsam st,5614 balsam st,TRUE,1,,40,1965,['Tribe Rental Management'],['Dorset Place Apartment Ltd'],[],['Apartment House'],116123000,36974000,0.3184037615,,,,,RM-3,,,7,http://app.vancouver.ca/RPS_Net/Default.aspx?num=5614&street=BALSAM%20STREET,,,
1602,West End,1160 nicola st,1160 nicola st,TRUE,1,,14,1931,['Premier Pacific Properties (Nicola) Ltd'],['Premier Pacific Properties (Nicola) Ltd'],[],['Apartment House'],"$4,368,000.00","$3,476,000.00",0.7957875458,"$560,285.71",,,,RM-5,,,,,,,
606,,220 terminal ave,220 terminal ave,TRUE,1,,40,2017,['City of Vancouver'],['City of Vancouver'],['Modular Residence'],['Non-profit Housing'],0,0,,,,,,,220 Terminal,City of Vancouver,,,,,
607,,3450 se marine dr,3450 se marine dr,TRUE,1,,40,1992,,,,,1503000,3385000,2.252162342,,,,,,Sunbridge Co-op,Sunbridge Co-op Housing Association,,,,,
1129,West End,2054 comox st,2054 comox st,TRUE,1,,23,1954,['2054 Comox Street Holdings Inc'],['2054 Comox Street Holdings Inc'],[],['Apartment House'],"$5,057,000.00","$4,038,000.00",0.7984971327,"$395,434.78",,,,RM-5B,,,,,,,
609,Downtown,1201 w georgia st,1201 w georgia st,TRUE,1,,40,1911,,,,,16089000,105000,0.006526198023,,,,,DD,,,,,,,
610,,146 w hastings st,146 w hastings st,TRUE,1,,40,2000,['PHS Community Services Society'],['PHS Community Services Society'],['The Regal Hotel'],['Non-profit Housing'],1,1,1,,,,,,Regal Place Hotel,PHS Community Services Society,,,,,
611,,3433 renfrew st,3433 renfrew st,TRUE,1,,40,1976,['East Enders Amherst Lions Housing Society Inc'],['East Enders Amherst Lions Housing Society Inc'],[],['Non-profit Housing'],4163000,5707000,1.37088638,,,,,,Renfrew Park Manor,East Enders Amherst Lions Society,,,,,
612,,1529 w 71st ave,1529 w 71st ave,TRUE,1,,40,1985,,,,,12434000,2362000,0.1899630047,,,,,,David Wetherow Co-op,David Wetherow Co-op Housing Association,,,,,
153,West End,2033 comox st,2033 comox st,TRUE,1,,91,1960,['Five Mile Holdings Ltd'],['Five Mile Holdings Ltd'],[],['Apartment House'],"$69,546,000.00","$55,545,000.00",0.7986800104,"$1,374,626.37",,,,RM-5B,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2033&street=COMOX%20STREET,,,
614,,166 e hastings st,166 e hastings st,TRUE,1,,40,2007,['Provincial Rental Housing Corporation'],['Provincial Rental Housing Corporation'],['Roosevelt Hotel'],['Non-profit Housing'],475001,87401,0.1840017179,,,,,,Roosevelt Hotel,PHS Community Services Society,11,http://app.vancouver.ca/RPS_Net/Default.aspx?num=166&street=E%20HASTINGS%20STREET,,,
615,,3090 kingsway,3090 kingsway,TRUE,1,,40,1987,,,,,8873000,9144000,1.030542094,,,,,,Synala Co-op,Synala Co-op Housing Association,,,,,
616,Grandview-Woodland,1530 graveley st,1530 graveley st,TRUE,1,,40,1978,['1530 Graveley Holdings Ltd'],['1530 Graveley Holdings Ltd'],[],['Apartment House'],8756000,2582000,0.2948835085,,,,,RM-4,,,,,,,
617,,1725 e pender st,1725 e pender st,TRUE,1,,40,1994,['BC Indigenous Housing Society'],['BC Indigenous Housing Society'],[],['Non-profit Housing'],1425000,3396000,2.383157895,,,,,,Vancouver Native (Pender St),Vancouver Native Housing Society,,,,,
1207,West End,1231 barclay st,1231 barclay st,TRUE,1,,21,1962,['Darfo Investments Corp'],['Darfo Investments Corp'],['Hilltop Apartments'],['Apartment House'],"$5,057,000.00","$4,042,000.00",0.7992881155,"$433,285.71",,,,RM-5B,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1231&street=BARCLAY%20STREET,,,
407,West End,2005 pendrell st,2005 pendrell st,TRUE,1,,51,1956,['Pendrell Properties Ltd'],['Pendrell Properties Ltd'],['Delwood Apartments'],['Apartment House'],"$12,213,000.00","$9,813,000.00",0.8034880865,"$431,882.35",,,,RM-5B,,,,,,,
215,West End,1875 robson st,1875 robson st,TRUE,1,,81,1963,['Harvest Properties Ltd'],['Harvest Properties Ltd'],[],['Apartment House'],"$37,090,000.00","$29,836,000.00",0.804421677,"$826,246.91",,,,RM-5B,,,,,,,
621,,2053 w 8th ave,2053 w 8th ave,TRUE,1,,40,1986,,,,,4769000,1605000,0.3365485427,,,,,,Maple Creek Co-op,Maple Creek Co-op Housing Association,,,,,
944,West End,1101 harwood st,1101 harwood st,TRUE,1,,28,1955,['Jordan Holdings Ltd'],['Jordan Holdings Ltd'],['Stanley Manor'],['Apartment House'],"$6,743,000.00","$5,444,000.00",0.8073557764,"$435,250.00",,,,RM-5A,,,,,,,
623,Grandview-Woodland,1771 e georgia st,1771 e georgia st,TRUE,1,,40,1978,['Rener Holdings Ltd'],['Rener Holdings Ltd'],[],['Apartment House'],8763000,3560000,0.4062535661,,,,,RM-4,,,,,,,
624,Mount Pleasant,125 w 10th ave,125 w 10th ave,TRUE,1,,40,1965,['Royal View Manor Ltd'],['Royal View Manor Ltd'],[],['Apartment House'],9197000,4956000,0.5388713711,,,,,RM-4,,,,,,,
625,Mount Pleasant,747 e 8th ave,747 e 8th ave,TRUE,1,,40,1978,['(Lum Lai)'],['(Lum Lai)'],[],['Apartment House'],9297000,2413000,0.2595460901,,,,,RM-4,,,,,,,
626,Strathcona,245 e georgia st,245 e georgia st,TRUE,1,,40,2018,['245 E Georgia Holdings Inc'],['245 E Georgia Holdings Inc'],[],['Apartment House'],2365400,14563000,6.156675404,,,,,HA-1A,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=245&street=E%20GEORGIA%20STREET,,,
1834,West End,991 denman st,1805 nelson st,FALSE,1,15738426,11,2003,,,,,"$8,569,000.00","$6,959,000.00",0.8121134321,"$1,411,636.36",,,,C-5,,,,,,,
628,,525 powell st,525 powell st,TRUE,1,,39,2018,"[""Atira Women's Resource Society""]","[""Atira Women's Resource Society""]",[],['Non-profit Housing'],28,28,1,,,,,,Aneki Housing for Women,Atira Women’s Resource Society,6,http://app.vancouver.ca/RPS_Net/Default.aspx?num=525&street=POWELL%20STREET,,,
629,,2626 watson st,2626 watson st,TRUE,1,,39,2001,"[""Kitsotkwa Le'lum' Housing Society""]","[""Kitsotkwa Le'lum' Housing Society""]",[],['Non-profit Housing'],1280000,2319000,1.81171875,,,,,,Claude Douglas Place,Vancouver Native Housing Society,,,,,
253,West End,1220 cardero st,1220 cardero st,TRUE,1,,72,1959,['Tribe Rental Management'],['Broadway Properties Ltd'],[],['Apartment House'],"$16,466,000.00","$13,564,000.00",0.8237580469,"$417,083.33",,,,RM-5D,,,,,,,
900,West End,1357 barclay st,1357 barclay st,TRUE,1,,29,1906,,,,,"$3,831,000.00","$3,169,000.00",0.8271991647,"$241,379.31",,,,RM-5,,,,,,,
632,Mount Pleasant,2539 main st,2545 main st,FALSE,1,14910829,39,1912,,,,,0,0,,,,,,C-3A,,,,,,,
633,Marpole,8787 fremlin st,8787 fremlin st,TRUE,1,,39,1966,['(Sammy Pan)'],['(Sammy Pan)'],['Casa Miguel Apartments'],['Apartment House'],8416000,3223000,0.3829610266,,,,,RM-3A,,,,,,,
634,,1131 franklin st,1131 franklin st,TRUE,1,,39,2018,['PHS Community Services Society'],['PHS Community Services Society'],['Chartrand Place'],['Non-profit Housing'],3,3,1,,,,,,Chartrand Place,PHS Community Services Society,,,,,
635,Fairview,1450 creekside dr,1450 creekside dr,TRUE,1,,39,1987,,,,,0,0,,,,,,FCCDD,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1450&street=CREEKSIDE%20DRIVE,,,
636,Kitsilano,1875 w 7th ave,1875 w 7th ave,TRUE,1,,39,1964,['Dorchester Properties (No 2) Ltd'],['Dorchester Properties (No 2) Ltd'],[],['Apartment House'],13398000,1187000,0.08859531273,,,,,RM-4,,,,,,,
637,,3655 clark dr,3655 clark dr,TRUE,1,,39,1999,,,,,1129000,2859000,2.532329495,,,,,,Lions Millenium Place,Lions Paraplegic Lodge Society,,,,,
1169,West End,1540 burnaby st,1540 burnaby st,TRUE,1,,22,1968,['0985369 BC Ltd'],['0985369 BC Ltd'],[],['Apartment House'],"$5,057,000.00","$4,192,000.00",0.8289499703,"$420,409.09",,,,RM-5A,,,,,,,yes
639,,8695 sw marine dr,8695 sw marine dr,TRUE,1,,39,1986,,,,,5763000,6879000,1.193649141,,,,,,Marpole Terrace Co-op,Marpole Terrace Co-op Housing Association,,,,,
640,Mount Pleasant,404 e 8th ave,404 e 8th ave,TRUE,1,,39,1969,,,,,10268000,1745000,0.1699454616,,,,,RM-4,,,,,,,
641,,2898 e 22nd ave,2898 e 22nd ave,TRUE,1,,39,1982,['The Three Links Care Society'],['The Three Links Care Society'],['Three Links Manor'],['Non-profit Housing'],1531001,280001,0.1828875357,,,,,,Three Links Manor,Three Links Care Society,,,,,
642,,1528 e 5th ave,1528 e 5th ave,TRUE,1,,39,1987,,,,,63618000,23700000,0.3725360747,,,,,,Sunrise Co-op,Sunrise Co-op Housing Association,,,,,
643,Grandview-Woodland,1374 grant st,1374 grant st,TRUE,1,,39,1978,['Karmel Manor Ltd'],['Karmel Manor Ltd'],[],['Apartment House'],43780000,15455000,0.3530150754,,,,,RM-4,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1374&street=GRANT%20STREET,,,
644,,2060 w 10th ave,2060 w 10th ave,TRUE,1,,39,1990,,,,,2408000,3184000,1.322259136,,,,,,Blair Court,Vancouver Resource Society for the Physically Disabled,,,,,
645,Kitsilano,2352 w broadway,2352 w broadway,TRUE,1,,39,1968,"[""Yang's Enterprises Ltd""]","[""Yang's Enterprises Ltd""]",[],['Apartment House'],41104000,13904000,0.3382639159,,,,,RM-4,,,,,,,
221,West End,1095 bute st,1095 bute st,TRUE,1,,80,1957,['Telford Building Ltd'],['Telford Building Ltd'],['St James Court'],['Apartment House'],"$37,090,000.00","$30,958,000.00",0.8346724184,"$850,600.00",,,,RM-5B,,,,,,,
647,Marpole,8738 french st,8738 french st,TRUE,1,,39,1986,['Kenneth Wong & Sandra Wong & Cheuk Wong & Melody Lam & Deborah Lau & Alice Wong & Jacqueline Wong & Nuen Wong'],['Kenneth Wong & Sandra Wong & Cheuk Wong & Melody Lam & Deborah Lau & Alice Wong & Jacqueline Wong & Nuen Wong'],[],['Apartment House'],9728000,3223000,0.3313116776,,,,,RM-3A,,,,,,,
648,Kitsilano,1928 w 2nd ave,1928 w 2nd ave,TRUE,1,,38,1968,['328764 BC Ltd'],['328764 BC Ltd'],[],['Apartment House'],76734000,19880000,0.2590768108,,,,,RM-4,,,,,,,
649,Fairview,919 w 13th ave,919 w 13th ave,TRUE,1,,38,1972,['Randall C Lewis Company Ltd'],['Randall C Lewis Company Ltd'],['The Danny Apts'],['Apartment House'],11418000,4890000,0.4282711508,,,,,RM-3,,,,,,,
1063,West End,1275 comox st,1275 comox st,TRUE,1,,24,1956,['Sintra Properties Inc'],['Sintra Properties Inc'],[],['Apartment House'],"$5,057,000.00","$4,232,000.00",0.8368597983,"$387,041.67",,,,RM-5B,,,,,,,
544,West End,1931 nelson st,1931 nelson st,TRUE,1,,42,1965,['Shelmarjay Holdings Ltd'],['Shelmarjay Holdings Ltd'],['Newport Towers'],['Apartment House'],"$9,272,000.00","$7,782,000.00",0.8393011217,"$406,047.62",,,,RM-5B,,,,,,,
652,Marpole,1460 w 73rd ave,1460 w 73rd ave,TRUE,1,,38,1966,['Jordan Enterprises Ltd'],['Jordan Enterprises Ltd'],[],['Apartment House'],38996000,5964000,0.152938763,,,,,RM-3A,,,,,,,
653,Fairview,941 w 13th ave,941 w 13th ave,TRUE,1,,38,1972,['613319 BC Ltd'],['613319 BC Ltd'],[],['Apartment House'],11418000,3684000,0.3226484498,,,,,RM-3,,,,,,,
654,,376 powell st,376 powell st,TRUE,1,,38,1978,['Lookout Housing and Health Society'],['Lookout Housing and Health Society'],[],['Non-profit Housing'],0,0,,,,,,,Sakura-So,Lookout Housing and Health Society,6,http://app.vancouver.ca/RPS_Net/Default.aspx?num=376&street=POWELL%20STREET,,,
655,,928 main st,928 main st,TRUE,1,,38,2020,,,,,22353000,1350000,0.06039457791,,,,,,The American Hotel,BC Housing,,,,,
656,Mount Pleasant,414 e 10th ave,414 e 10th ave,TRUE,1,,38,1978,['Fu D Ren & Feng B Yan'],['Fu D Ren & Feng B Yan'],['McQuarie Place'],['Apartment House'],7965000,5063000,0.635655995,,,,,RM-4,,,15,http://app.vancouver.ca/RPS_Net/Default.aspx?num=414&street=E%2010TH%20AVENUE,,,
657,Marpole,8750 osler st,8750 osler st,TRUE,1,,38,1967,['(Sally Flader)'],['(Sally Flader)'],[],['Apartment House'],51360000,5500000,0.1070872274,,,,,RM-3A,,,,,,,
658,Kerrisdale,5850 larch st,5850 larch st,TRUE,1,,38,1963,['Thomas Downie Holdings Ltd'],['Thomas Downie Holdings Ltd'],[],['Apartment House'],105930000,34956000,0.3299915038,,,,,RM-3,,,,,,,
659,Mount Pleasant,727 e 7th ave,727 e 7th ave,TRUE,1,,38,1972,['Joseph Seccia & Mario Seccia'],['Joseph Seccia & Mario Seccia'],[],['Apartment House'],30884000,16256000,0.5263566895,,,,,RM-4,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=727&street=E%207TH%20AVENUE,,,
971,West End,1375 nicola st,1375 nicola st,TRUE,1,,27,1958,['Winson Estates Ltd'],['Winson Estates Ltd'],[],['Apartment House'],"$9,441,000.00","$7,925,000.00",0.8394237899,"$643,185.19",,,,RM-5A,,,,,,,
661,Mount Pleasant,730 e 8th ave,730 e 8th ave,TRUE,1,,38,1969,['Gene Lee & Shirley Lee'],['Gene Lee & Shirley Lee'],[],['Apartment House'],43780000,16395000,0.3744860667,,,,,RM-4,,,,,,,
662,Kitsilano,1855 w 8th ave,1855 w 8th ave,TRUE,1,,38,1968,,,,,10962000,2816000,0.2568874293,,,,,RM-4,,,,,,,
663,Mount Pleasant,270 e 13th ave,270 e 13th ave,TRUE,1,,38,1961,['Alexander Manor Holdings Ltd'],['Alexander Manor Holdings Ltd'],['Alexander Manor'],['Apartment House'],23640000,17391000,0.7356598985,,,,,RM-4,,,,,,,
311,West End,1160 pendrell st,1160 pendrell st,TRUE,1,,61,1965,['Cardiff Estates Ltd'],['Cardiff Estates Ltd'],['Montana Apartments'],['Apartment House'],"$13,909,000.00","$11,764,000.00",0.8457833058,"$420,868.85",,,,RM-5B,,,,,,,
665,,8460 ash st,8460 ash st,TRUE,1,,38,1983,,,,,8557000,1279000,0.1494682716,,,,,,Ashley Mar Co-op,Ashley Mar Co-op Housing Association,,,,,
666,,401 keefer st,401 keefer st,TRUE,1,,38,1982,,,,,2810000,1910000,0.6797153025,,,,,,Mau Dan Gardens Co-op,Mau Dan Gardens Co-op Housing Association,,,,,
667,,1987 w 7th ave,1987 w 7th ave,TRUE,1,,38,1975,,,,,10055000,3117000,0.3099950273,,,,,,Seven Maples,BC Housing,,,,,
668,,404 hawks ave,404 hawks ave,TRUE,1,,38,2007,['Provincial Rental Housing Corporation'],['Provincial Rental Housing Corporation'],['The Rice Block'],['Non-profit Housing'],1,1,1,,,,,,The Rice Block,Atira Women’s Resource Society,,,,,
669,Mount Pleasant,175 w 10th ave,175 w 10th ave,TRUE,1,,38,1966,['607452 BC Ltd'],['607452 BC Ltd'],['Wedgewood Manor'],['Apartment House'],27591000,14208000,0.5149505273,,,,,RM-4,,,,,,,
254,West End,1058 nelson st,1058 nelson st,TRUE,1,,72,1911,['Wolverton Group'],['Lord Nelson Suites Inc'],[],['Apartment House'],"$14,827,000.00","$12,561,000.00",0.8471707021,"$380,388.89",,,,RM-5B,,,,,On the radar,,
671,Kitsilano,2155 w 5th ave,2155 w 5th ave,TRUE,1,,37,1969,['(Gurmeet Sandhu)'],['(Gurmeet Sandhu)'],[],['Apartment House'],79373000,17157000,0.2161566276,,,,,RM-4,,,,,,,
672,Mount Pleasant,55 e 14th ave,55 e 14th ave,TRUE,1,,37,1966,['676082 BC Ltd'],['676082 BC Ltd'],[],['Apartment House'],38400000,16536000,0.430625,,,,,RM-4,,,,,,,
673,,510 alexander st,510 alexander st,TRUE,1,,37,1993,['Lookout Housing and Health Society'],['Lookout Housing and Health Society'],[],['Non-profit Housing'],1,1,1,,,,,,Jeffrey Ross Residence,Lookout Housing and Health Society,5,http://app.vancouver.ca/RPS_Net/Default.aspx?num=510&street=ALEXANDER%20STREET,,,
674,Grandview-Woodland,2155 triumph st,2155 triumph st,TRUE,1,,37,1978,,,,,7553000,2788000,0.3691248511,,,,,RM-3A,,,,,,,
675,,601 e hastings st,601 e hastings st,TRUE,1,,37,2011,['Union Gospel Mission'],['Union Gospel Mission'],[],['Non-profit Housing'],594001,468001,0.787879145,,,,,,Union Gospel Project,Union Gospel Mission,,,,,
676,Mount Pleasant,1130 e broadway,1130 e broadway,TRUE,1,,37,1965,['1130 East Broadway Holdings Inc'],['1130 East Broadway Holdings Inc'],[],['Apartment House'],6321000,10645000,1.684068976,,,,,RM-4N,,,,,,,
296,West End,1246 haro st,1246 haro st,TRUE,1,,64,1961,['Tribe Rental Management'],['Greenbrier Holdings Ltd'],['Haro Crest'],['Apartment House'],"$27,818,000.00","$23,570,000.00",0.8472931196,"$802,937.50",,,,RM-5B,,,5,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1246&street=HARO%20STREET,,,
678,Kitsilano,2065 w 5th ave,2065 w 5th ave,TRUE,1,,37,1965,['Skyline Developments Ltd Care Of John Dyck'],['Skyline Developments Ltd Care Of John Dyck'],[],['Apartment House'],95488000,31464000,0.3295073727,,,,,RM-4,,,,,,,
679,,3859 w 2nd ave,3859 w 2nd ave,TRUE,1,,37,1980,,,,,5922000,1190000,0.2009456265,,,,,,Habitat Villa,Metro Vancouver Housing Corporation,,,,,
680,,3390 school ave,3390 school ave,TRUE,1,,37,1984,,,,,8456000,7021000,0.8302980132,,,,,,Chilean Co-op,Chilean Co-op Housing Association,,,,,
681,Mount Pleasant,1260 e broadway,1260 e broadway,TRUE,1,,37,1967,['ASAP Enterprises Inc'],['ASAP Enterprises Inc'],[],['Apartment House'],39400000,18545000,0.4706852792,,,,,RM-4N,,,,,,,
682,Downtown,857 beatty st,857 beatty st,TRUE,1,,37,1910,['447689 BC Ltd'],['447689 BC Ltd'],[],['Apartment House'],11385000,6807000,0.5978919631,,,,,DD,,,,,,,
683,Hastings-Sunrise,2829 e 8th ave,2801 e 8th ave,FALSE,1,6997929,37,1983,,,,,0,0,,,,,,,Access Co-op South,Access Co-op Housing Association,,,,,
684,,3640 victoria dr,3640 victoria dr,TRUE,1,,37,2004,['New Chelsea Society'],['New Chelsea Society'],['Chelsea Manor'],['Non-profit Housing'],10138000,21338000,2.104754389,,,,,,Chelsea Manor,New Chelsea Society,,,,,
1130,West End,1516 burnaby st,1516 burnaby st,TRUE,1,,23,1956,['1035412 BC Ltd'],['1035412 BC Ltd'],[],['Apartment House'],"$5,057,000.00","$4,301,000.00",0.8505042515,"$406,869.57",,,,RM-5A,,,,,,,yes
686,Fairview,1233 w 11th ave,1233 w 11th ave,TRUE,1,,37,1969,['(Bernard Reed)'],['(Bernard Reed)'],[],['Apartment House'],34254000,10038000,0.2930460676,,,,,RM-3,,,,,,,
687,Marpole,8667 hudson st,8667 hudson st,TRUE,1,,37,1969,['Gene Lee & Shirley Lee'],['Gene Lee & Shirley Lee'],[],['Apartment House'],28455000,2373000,0.08339483395,,,,,RM-3A,,,,,,,
688,Mount Pleasant,1209 e broadway,1209 e broadway,TRUE,1,,37,1969,['Cameo Concepts Corp'],['Cameo Concepts Corp'],[],['Apartment House'],39400000,19405000,0.4925126904,,,,,RM-4N,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1209&street=E%20BROADWAY,,,
670,West End,1333 jervis st,1333 jervis st,TRUE,1,,37,1953,['Belacosta Investments Ltd'],['Belacosta Investments Ltd'],[],['Apartment House'],"$10,096,000.00","$8,612,000.00",0.8530110935,"$505,621.62",,,,RM-5A,,,,,,,
690,,2088 yukon st,2088 yukon st,TRUE,1,,37,2002,['Lookout Housing and Health Society'],['Lookout Housing and Health Society'],[],['Non-profit Housing'],1,1,1,,,,,,Lookout (Yukon Transitional Housing),Lookout Housing and Health Society,,,,,
1048,West End,1131 burnaby st,1131 burnaby st,TRUE,1,,25,1955,['Centennial Park Apartments Inc'],['Centennial Park Apartments Inc'],[],['Apartment House'],"$5,057,000.00","$4,332,000.00",0.8566343682,"$375,560.00",,,,RM-5A,,,,,,,
692,,1339 graveley st,1339 graveley st,TRUE,1,,36,1988,['BC Indigenous Housing Society'],['BC Indigenous Housing Society'],[],['Non-profit Housing'],10507000,3700000,0.3521461883,,,,,,Vancouver Native (Graveley St),Vancouver Native Housing Society,,,,,
693,Mount Pleasant,90 e 11th ave,90 e 11th ave,TRUE,1,,36,1968,['Premier Pacific Properties (E 11th) Ltd'],['Premier Pacific Properties (E 11th) Ltd'],['Rie Don Apartments'],['Apartment House'],24417000,16212000,0.6639636319,,,,,RM-4,,,,,,,
1059,West End,1623 haro st,1623 haro st,TRUE,1,,24,1956,['1623 Haro Apartments Limited'],['1623 Haro Apartments Limited'],[],['Apartment House'],"$10,114,000.00","$8,688,000.00",0.8590073166,"$783,416.67",,,,RM-5A,,,,,,,
695,,100 e cordova st,100 e cordova st,TRUE,1,,36,2001,['Provincial Rental Housing Corporation'],['Provincial Rental Housing Corporation'],[],['Non-profit Housing'],1,1,1,,,,,,Bridge Housing,Bridge Housing Society for Women,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=100&street=E%20CORDOVA%20STREET,,,
696,Kitsilano,1720 balsam st,1720 balsam st,TRUE,1,,36,1965,['Tribe Rental Management'],['Andrew Raab & Magda Raab'],['Hawaiian Villa'],['Apartment House'],14616000,12826000,0.8775314724,,,,,RM-4,,,,,,,
697,,1555 charles st,1555 charles st,TRUE,1,,36,1987,,,,,8756000,3676000,0.4198264048,,,,,,Charles Square Co-op,Charles Square Co-op Housing Association,,,,,
180,West End,2075 comox st,2075 comox st,TRUE,1,,86,1968,['Canadian International Properties Ltd'],['Canadian International Properties Ltd'],[],['Apartment House'],"$29,270,000.00","$25,221,000.00",0.8616672361,"$633,616.28",,,,RM-5B,,,,,,,
699,Kerrisdale,2183 w 44th ave,2183 w 44th ave,TRUE,1,,36,1964,['2183 W 44th Avenue Holdings Inc'],['2183 W 44th Avenue Holdings Inc'],[],['Apartment House'],66012000,27426000,0.4154699146,,,,,RM-3,,,,,,,
700,,325 e 6th ave,325 e 6th ave,TRUE,1,,36,1969,['Brightside Community Homes Foundation'],['Brightside Community Homes Foundation'],[],['Non-profit Housing'],7880000,2287000,0.2902284264,,,,,,Mount Pleasant Lions Manor,Brightside Community Homes Foundation,,,,,
701,Grandview-Woodland,2320 woodland dr,2320 woodland dr,TRUE,1,,36,1964,['Pacific Cove Properties'],['1079817 BC Ltd'],[],['Apartment House'],14543000,81800,0.005624699168,,,,,RM-4N,,,,,,,
